날짜,삼성전자,LG에너지솔루션,SK하이닉스,삼성바이오로직스,LG화학,삼성SDI,현대차,기아,NAVER,POSCO홀딩스,카카오,셀트리온,포스코퓨처엠,현대모비스,삼성물산,KB금융,LG전자,신한지주,SK이노베이션,LG,삼성생명,하나금융지주,한국전력,SK,카카오뱅크,KT&G,하이브,삼성화재,SK텔레콤,삼성전기,고려아연,HD현대중공업,두산에너빌리티,크래프톤,HMM,메리츠금융지주,삼성에스디에스,LG생활건강,우리금융지주,엔씨소프트,대한항공,S-Oil,기업은행,KT,카카오페이,한화솔루션,롯데케미칼,아모레퍼시픽,LG이노텍,HD한국조선해양,SK바이오사이언스,현대글로비스,SK스퀘어,삼성엔지니어링,SK아이이테크놀로지,넷마블,DB손해보험,오리온,SK바이오팜,LG디스플레이,F&F,한온시스템,한화에어로스페이스,두산밥캣,LG유플러스,한국항공우주,CJ제일제당,현대제철,삼성중공업,HD현대,포스코인터내셔널,현대건설,한국타이어앤테크놀로지,유한양행,미래에셋증권,금호석유,강원랜드,한미약품,SKC,현대로템,GS,코웨이,삼성카드,씨에스윈드,현대해상,NH투자증권,호텔신라,BGF리테일,한국금융지주,삼성증권,쌍용C&E,롯데지주,현대미포조선,한미사이언스,LS,GS리테일,OCI,롯데에너지머티리얼즈,한진칼,대우조선해양,이마트,팬오션,DB하이텍,CJ,한화시스템,한전기술,아모레G,농심,동원산업,키움증권,한국가스공사,한솔케미칼,에스원,롯데쇼핑,제일기획,BNK금융지주,한화생명,에스디바이오센서,휠라홀딩스,한화,신세계,HL만도,HD현대인프라코어,영원무역,동서,CJ대한통운,대한전선,KCC,두산퓨얼셀,오뚜기,LS ELECTRIC,효성첨단소재,GS건설,하이트진로,효성티앤씨,LIG넥스원,대우건설,두산,롯데정밀화학,녹십자,JB금융지주,현대엘리베이,한전KPS,현대위아,효성,롯데칠성,DL이앤씨,대웅제약,금호타이어,에스엘,한국앤컴퍼니,LX인터내셔널,SK네트웍스,한올바이오파마,아이에스동서,동원시스템즈,SK케미칼,후성,풍산,GKL,코오롱인더,DGB금융지주,현대백화점,DL,영풍,동국제강,오리온홀딩스,롯데웰푸드,KG스틸,아시아나항공,종근당,일진하이솔루스,한샘,대웅,한일시멘트,태광산업,대한유화,명신산업,신풍제약,롯데관광개발,하나투어,TKG휴켐스,한국콜마,PI첨단소재,더블유게임즈,코스맥스,HDC현대산업개발,삼양식품,대상,세방전지,녹십자홀딩스,케이카,신세계인터내셔날,한세실업,한섬,보령,지누스,쿠쿠홈시스,화승엔터프라이즈,현대홈쇼핑
2023-03-23,62300,575000,88500,798000,712000,746000,180500,78400,204000,329000,61600,154500,260500,217500,108500,48950,111800,35750,159200,83800,64000,41950,17920,163300,25200,88400,188400,208000,47800,151500,540000,98400,16130,176500,20150,40650,119500,584000,11180,380000,22750,76500,9770,30050,58000,51900,181500,130000,250000,73500,70100,156100,37650,29200,65800,64400,72900,132000,61700,14760,131100,8540,92100,40050,10960,43900,315000,33900,4940,57000,20700,35850,32950,50700,6480,143300,19480,258500,105800,25000,39300,49800,30200,69700,34150,8700,78900,179300,54500,31000,5810,28300,67000,38500,72000,27600,98100,66200,43250,24200,106000,5570,47400,101100,11710,70900,37700,357000,50000,95300,26300,192900,55600,79700,19210,6300,2480,21150,35800,24950,210000,44950,7380,44950,19200,79200,1431,216500,32600,443500,55100,424000,20250,21400,441500,67700,4005,95100,55400,118100,8760,25850,36150,54200,65300,154700,31950,105300,3225,26100,11660,27850,4100,17650,41400,43350,71800,13400,36650,19500,41500,7030,52800,51800,546000,11760,16270,104200,9020,13480,77900,28900,52800,14430,11440,711000,169600,19280,17530,13620,59100,18820,38600,37500,41150,77300,11120,114200,18780,50500,15010,12060,20800,15160,24700,8090,28600,26600,8180,49450
2023-03-24,63000,569000,87300,797000,690000,719000,177700,77600,202500,322000,61400,153600,261000,210500,108200,47050,113000,34550,159600,83000,62600,40350,17940,165200,24800,87500,187500,202500,48350,154900,527000,97400,16300,173000,20200,39950,119900,581000,11010,378000,22800,76200,9640,29950,57500,51900,177200,128500,258000,73100,69800,155000,37500,29250,65000,64000,71200,133400,61100,15250,134400,8390,91700,40900,10960,43800,315000,33200,4935,56900,20650,35800,32650,50500,6310,140100,19350,254500,102400,25000,39050,50100,29950,70000,33100,8630,78500,180400,54600,30800,5810,28000,66800,38250,71900,27750,97700,64000,42750,23600,103000,5540,56600,100600,11710,73400,37050,359000,47700,94900,26100,195700,55100,79700,18890,6210,2390,21200,35600,24750,210000,44500,7430,43600,19200,78400,1443,218500,33050,437000,56000,419000,20250,21350,438500,68100,4010,95000,55100,116700,8400,25950,36600,52900,65200,154600,31500,104500,3240,26000,11850,28000,4190,18050,42350,41850,71700,13400,36350,19240,41900,6900,52900,51100,546000,11880,16350,105200,8940,13530,77400,29150,51200,14470,11470,711000,165600,18700,17800,13570,59100,18790,38750,37850,40900,76800,10940,113800,18560,50900,14880,12210,20800,15090,24350,8100,27700,26350,8290,48700
2023-03-27,62100,574000,85500,797000,698000,723000,176100,76000,199300,332000,60700,158600,265500,211500,107300,46700,113500,34850,166800,83000,62400,40100,18380,164900,23950,87500,182100,200500,48400,154900,527000,97100,15950,174900,19740,39000,118900,581000,10990,372000,22550,76300,9620,30200,54700,51900,176900,130500,266000,73300,70800,154100,36900,29150,66300,63900,71400,134500,62500,14940,136000,8400,92900,40700,10880,43900,314500,33050,4885,56700,20900,35600,33200,50500,6290,139200,19410,254000,104300,25100,38650,51300,29750,69700,33000,8550,79300,178600,53900,30850,5820,28000,66700,38150,75400,27750,96200,65800,43000,23300,102800,5480,59500,99600,11730,71000,37500,360500,48250,95400,26800,195500,54300,79300,19020,6190,2385,21350,34800,24600,209000,44550,7190,44400,19300,77400,1431,216000,33300,438000,57100,417500,20050,21500,438000,68500,3970,94500,55700,121300,8460,25800,36000,53300,65500,155000,31150,105800,3315,26350,11710,28250,4250,18060,41000,43550,72200,13380,36600,19280,41300,6810,52900,51500,546000,11930,16300,105600,9410,13590,77800,29550,49100,14560,11620,704000,165900,19890,17960,13590,58800,18710,39050,37050,42100,78900,10760,115300,18980,52000,15260,12130,20700,15080,24550,8200,27850,26000,8190,48900
2023-03-28,62900,577000,88400,797000,704000,722000,177100,76900,199500,339000,60700,151200,265500,213500,108100,47900,111800,35950,163200,83200,62800,40750,18400,166100,24650,85400,187300,202500,48500,155400,534000,99700,16100,179500,20050,39400,119400,588000,11190,372500,22700,77900,9770,30050,55100,51900,185900,132300,267500,76000,69900,157700,37350,29900,66600,65200,72000,134700,61800,16270,139500,8490,95300,42500,10870,46000,321000,34100,5050,57700,21650,35900,33850,50600,6350,142000,19460,257500,105300,25700,39800,51200,30100,71300,33450,8650,78800,180800,54600,31100,5980,28350,70300,37450,80700,27600,99600,64700,43550,24900,103800,5810,61400,100000,12390,73000,38150,362000,49350,96100,27350,199700,54100,79600,18810,6310,2420,21200,35050,25200,210000,45150,7380,44600,19480,78000,1478,219500,33050,440500,57400,417000,20100,22000,436000,71300,4000,94500,56400,121700,8770,26400,36600,54500,65900,161400,31550,105300,3325,26350,11890,28850,4275,18520,41150,43050,72400,13430,37550,19300,41800,6950,53500,52200,565000,12250,16300,106700,9570,13610,78200,29700,50100,14800,11950,717000,173500,20050,18030,13740,59600,18850,42150,38550,43200,79900,10860,117800,19210,52300,15270,12270,21000,15270,25400,8260,27900,26250,8290,48800
2023-03-29,62700,583000,86900,791000,705000,735000,180400,79500,199100,341000,60400,150500,266000,215500,108200,48050,113700,36200,164500,83500,63400,40450,18670,165700,24100,86000,190100,207500,48850,154500,533000,99500,16650,174300,19910,38850,121300,595000,11250,371000,23000,79000,9930,29200,53800,51900,183800,135900,269000,76000,68700,159000,38050,30000,68400,65300,74500,137400,60700,16060,138000,8680,94800,42300,10920,46050,322000,33400,5040,57800,21500,35850,33600,50400,6410,143500,19830,255000,108000,25550,39900,51300,30300,71700,33700,8700,80800,181100,54200,31250,6010,28100,69000,37650,78900,28200,100900,66500,43950,23850,104200,5750,62800,100200,12630,74600,39350,364000,49500,98600,27500,211000,54900,80100,18950,6350,2415,21000,35300,25200,211500,45400,7400,45850,19340,78100,1496,220000,33450,441500,57600,423500,20100,21900,436000,70500,4000,98000,56900,123400,8770,26150,37500,54900,66000,162700,32050,104000,3350,26900,11800,28700,4425,18250,40850,45050,72700,16620,37150,20100,42750,7010,53500,52500,580000,12130,16780,106700,9630,14050,77800,30750,50600,14690,11910,716000,173600,20600,17970,13790,60700,19180,42200,38100,44350,81000,10880,118500,19290,56300,15210,12510,21650,15300,25000,8600,27850,26200,8250,48250
2023-03-30,63200,588000,88800,782000,696000,721000,181200,79400,201000,339500,60100,148600,261500,213000,108500,47200,113100,35100,187200,81600,62600,40300,18890,172800,23950,84200,188000,207000,47800,153000,533000,99200,16350,179100,20000,39850,117900,591000,11180,371500,23400,79700,9890,29000,54100,51900,188600,135700,271000,76800,71600,158700,39300,30350,71500,64300,74500,134600,62100,16200,138000,8650,96600,42500,10800,46850,319000,34100,5090,57800,21500,36550,33950,50100,6380,141700,19670,254000,109100,25750,40050,51500,30300,73400,33600,8750,80700,180400,54700,31200,5990,28400,69600,39450,78500,28200,101300,66500,45850,23800,104700,5830,61100,101200,13230,72800,38300,367500,50000,98000,27550,235000,55200,81700,18730,6400,2410,20900,35600,25950,215000,46000,7410,45650,19250,79100,1495,223500,33750,441000,56300,428000,20800,22000,450000,71000,4100,97800,58000,122100,8720,29700,36800,55900,66300,163700,32350,104700,3535,28450,11880,29150,4350,18470,40550,43350,74300,16450,37100,19910,43300,7030,53900,52900,576000,12370,16660,109100,9620,14000,77500,30650,49600,15080,12210,725000,177600,21150,18450,13630,61200,19150,41600,38350,45300,81200,11200,116400,19290,55000,15380,11970,21700,15530,25350,8620,28250,26000,8330,48850
2023-03-31,64000,584000,88600,788000,712000,735000,184500,81000,202000,368000,61100,149800,272500,216000,108200,47650,115300,35350,179300,82800,62800,40700,18010,172500,24150,83900,188900,206000,48300,152700,553000,100000,17000,183500,20350,38600,116000,600000,11410,371500,23200,80100,10100,29450,55600,53700,190800,136800,270500,77500,72100,158500,39750,31700,71200,66300,74900,136600,63300,16430,139500,8780,99200,43700,10830,47400,326000,34700,5170,58100,22300,36450,34800,50600,6460,143700,19900,256000,114300,25800,40400,52500,30400,72900,33800,8800,81500,181700,55000,31700,6170,28750,70200,38950,79600,28350,102300,68800,45950,24500,105600,5810,72300,104300,13860,75000,38500,379000,51200,101000,27100,239500,55300,81900,18620,6510,2400,21100,36500,26250,215500,45850,7530,45650,19630,79900,1510,222000,33550,448000,56500,432000,20650,22400,443000,72400,4030,97900,58400,122100,8740,31700,37800,56000,67600,164900,32350,105200,3740,27900,11950,28950,4505,18350,40750,42750,74500,15690,37800,20050,44500,6900,54700,53300,581000,12200,17020,109400,10090,13810,77600,31050,50900,15190,12950,721000,183200,21200,18010,13750,61000,21800,41900,37600,44200,81000,11290,119200,19610,55600,15420,12730,21650,15530,26050,8710,28200,26500,8530,48500
2023-04-03,63100,586000,87200,778000,712000,745000,183600,81200,198200,392000,60200,150000,288500,214000,108200,47300,113800,34550,180000,83200,62400,40600,17890,171800,24000,83600,184000,207000,47550,155300,555000,100400,17060,182800,20000,40300,117000,600000,11270,370500,23150,82200,9880,29800,55700,50500,186100,136400,271500,78900,72300,157700,39000,31100,75900,65600,71600,137800,62100,16180,140600,8480,102600,43300,10840,47950,323500,34950,5180,58800,22100,37600,33800,50300,6380,141600,20000,254000,109300,26350,40650,51300,30300,70200,33000,8830,82500,180700,54700,31500,6160,28400,70300,39250,78400,29150,102200,68800,45200,25350,104000,5890,75400,106800,14130,73900,38700,372000,51700,101500,27150,231500,54400,82100,18750,6490,2410,20400,36150,26000,214000,46200,7550,44900,19270,78100,1492,223500,33700,442500,56600,426500,21350,22850,438000,73000,4170,96300,57000,120100,8490,30850,37000,56700,67000,167600,32950,103500,3625,28300,11900,29400,4540,18880,41500,42200,73900,16250,38850,20450,44200,6780,54800,53000,576000,12440,17020,107700,10110,13670,76900,31050,50100,14560,12890,723000,172800,21050,17850,13950,61500,21400,41550,37000,44100,80200,11640,120000,19390,55700,15210,12280,21450,15530,25850,8680,27950,26250,8500,48750
2023-04-04,63600,575000,84500,788000,722000,726000,183800,80100,201000,367000,60700,159000,283000,215000,108400,47750,115900,35150,181200,84600,62800,41200,18030,174500,24200,84300,190300,207000,47700,151300,548000,101400,17280,189400,20100,41250,117600,600000,11350,385500,23150,82500,9970,30700,56300,50400,185700,137700,265000,80400,75400,159400,38650,31450,85600,69800,71400,140400,63800,15460,143400,8490,107500,44700,10870,48850,322500,35050,5380,59300,22050,37450,33700,51400,6460,142000,19980,288500,113000,26450,40650,52000,30400,70100,33000,8860,81800,187600,55100,31650,6250,29150,71400,41850,80300,29550,104800,69700,45000,26050,104500,5830,77700,108400,14300,75100,38850,380000,53400,101500,27100,223000,55600,82100,18840,6490,2455,21350,35550,26350,213000,47250,8000,44450,19390,79300,1477,227500,33450,444500,57300,419000,21300,22600,430500,73800,4130,101000,58500,128800,8650,35600,37550,55700,67600,166600,33050,107800,3630,28150,11980,29350,4710,20200,42100,41500,77400,15790,38150,20450,44300,6790,53700,53700,576000,12220,17080,108900,10340,13900,79300,31150,50400,15120,13020,734000,172700,20400,18210,13720,61400,21300,41550,36550,45100,80200,11650,122600,19690,56100,15740,13340,21650,15650,26400,8940,29200,26800,8570,49350
2023-04-05,63900,588000,84600,788000,732000,778000,186700,81300,199200,373500,60500,158600,291500,218000,109200,47850,116800,35050,179100,84300,62500,41200,18010,173600,24250,83900,190700,206500,47950,157800,537000,101000,16980,184200,20100,42550,117700,600000,11310,381000,23000,81600,9900,30650,56200,48950,184300,135900,267000,78700,74500,160000,38550,31600,87200,69600,71000,138500,63700,15990,140400,8550,112000,43500,11050,50900,320000,35200,5280,58800,21800,37200,33650,51500,6470,139900,19930,303500,116300,27400,40400,52300,30300,72800,32750,8840,82400,189300,55400,31900,6140,29000,69300,43200,77500,29950,102300,71400,44800,25650,104000,5800,74400,108100,14600,72000,39200,377500,51600,101400,26900,224500,54900,81500,18900,6510,2475,22000,35000,26150,210500,46900,7670,44500,19270,79000,1483,222500,33100,444500,57200,419500,21150,22450,430500,74900,4090,99400,58700,128500,8590,35100,36000,57000,67000,165800,32900,108400,3640,30800,11940,29350,4570,20850,41800,41600,76700,15820,38100,20150,43850,6800,53100,53700,578000,12310,17090,108000,9930,13870,80400,31250,49950,15340,13010,730000,171200,21050,18590,13330,61200,21100,41400,36600,45200,79900,11400,123800,19420,57800,15950,13510,21450,15410,26000,8930,29150,26600,8690,49600
2023-04-06,62300,580000,83800,805000,716000,745000,185100,81000,191900,362500,58600,159500,292500,216000,107100,46650,113900,34300,176200,82800,61600,40350,18130,169000,23300,83800,205000,204500,47850,152400,531000,99100,17050,182600,19530,43050,115700,590000,11090,378500,22800,80400,9770,30750,54400,49750,182500,134500,255000,77500,73500,157400,38450,29950,93300,70300,70200,137500,62900,15750,136600,8330,113200,42550,11080,50100,319000,34600,5240,57900,21550,38100,33100,53400,6240,137900,19770,307000,111400,26750,39800,51700,30150,74700,32300,8710,81400,189400,53000,31200,6150,29200,68900,43350,76900,29950,102000,71200,43800,25100,103800,5660,74300,109600,14250,70100,38900,389000,51100,98000,26700,217500,54200,80700,18890,6440,2355,21400,34150,25650,210000,45750,7640,43950,19020,78100,1461,217000,32550,445000,55400,411500,20650,22050,415000,73100,4025,96300,57500,130100,8400,33100,35650,55300,66200,165100,32300,108300,3540,30300,11690,28400,4740,20700,40400,47850,75800,15520,37750,20200,42850,6730,52300,51800,563000,12020,17270,107600,10530,13540,81900,30550,49250,15220,13210,720000,171000,20050,18620,13260,59900,20950,40800,35000,44950,79900,11380,124100,19490,54300,15880,14560,20850,15060,25600,8950,28200,26100,8350,49350
2023-04-07,65000,580000,89100,796000,714000,738000,185100,80100,193400,369500,58600,159500,296000,213500,106900,47000,114300,34900,183500,83600,61600,40800,18080,171100,23600,83400,217000,202500,47600,153900,528000,99900,16830,183500,19710,43650,116100,624000,11320,370000,22750,79600,9930,30700,55600,50900,182900,136300,255500,77200,73900,156600,39200,29700,92200,72100,69500,136200,62600,15710,137100,8310,110900,41750,10950,50400,315500,34400,5240,56900,21350,38600,33000,53800,6400,138000,19730,309000,113500,26550,39800,50200,30350,72300,31700,8820,82100,183800,53600,31900,6080,29700,68600,43350,75800,29050,104300,72400,43800,24950,101400,5530,75600,107100,14250,69200,39300,385000,50700,102500,26650,247000,53700,80000,18960,6680,2360,21550,34300,25650,209000,46250,7430,43400,19000,78100,1443,219500,32050,447000,54600,412000,21100,22450,413500,72100,4125,96000,57500,131600,8690,34450,34950,55900,65900,161200,32850,108900,3685,30400,11820,28450,4815,20800,40900,47150,76700,16050,37600,20150,43250,6990,52200,51400,563000,12010,17320,106000,10700,13460,83500,30700,48250,15440,13080,720000,170200,19930,18700,13390,60000,21400,41550,35500,45200,80600,11390,121200,19160,56100,16080,14690,20750,15110,25500,9050,29350,26200,8440,48800
2023-04-10,65700,596000,90700,803000,750000,749000,185900,81000,193000,398500,58100,163900,305000,213500,106300,46550,113000,34550,197700,84500,61500,40450,18080,171300,22950,83000,222000,202000,47650,153400,535000,99200,16750,183000,19770,43050,116000,625000,11200,371500,22700,80300,9870,30700,54800,52700,182900,134000,261000,76500,72500,156200,38900,29300,89800,71400,71100,132800,63400,15580,136700,8370,117300,41950,10970,50600,312500,34500,5190,57000,22350,38050,32850,55700,6370,138200,19610,325000,112000,26300,39900,49950,30050,73000,32150,8850,81900,185400,53800,32000,5960,29400,67800,43600,77200,28550,103700,71200,43300,24850,101000,5560,75800,107400,14440,68900,38400,384500,51300,102800,26450,245500,53500,79800,18830,6620,2340,20650,34450,25550,208000,46000,7370,43950,18860,77000,1408,217500,31250,442000,56200,413500,20850,22150,419500,72600,4070,96300,57700,131700,8450,35550,35200,55500,65900,159700,32250,109100,3650,30150,11720,28400,4830,21300,40000,46850,75600,16200,37900,20050,43400,6860,51800,51000,560000,12030,16810,107100,10520,13270,83400,30150,47700,14940,12600,712000,169700,19970,18550,11890,58900,21400,40900,36700,46500,79900,11350,121600,19070,56600,16030,14820,20300,16210,25500,8940,28950,25950,8280,48350
2023-04-11,65900,610000,91800,812000,806000,767000,192100,85000,199900,397000,59300,170800,310000,221000,108000,46950,112600,34650,203000,85400,62400,41050,18210,172200,22350,82700,224500,204500,47750,154500,540000,98400,16970,185600,20050,44300,117000,646000,11310,368500,23050,80300,9960,30900,54100,52000,183800,137000,257000,76600,74700,159900,39250,29650,87200,70900,73800,133000,69200,15540,141100,8770,112500,42800,11180,50700,315000,35850,5250,58300,21900,38650,33500,56600,6730,139100,19520,327000,110800,26200,40150,50700,30150,74100,33150,9010,83500,185500,54600,32600,6030,29700,68000,44900,83800,28650,105700,70500,43200,25000,101500,5740,77500,105900,14420,71000,40450,384000,51200,105600,26600,250000,55000,81300,19010,6720,2395,20400,35000,26000,211500,48000,7540,44350,19010,78300,1421,223500,31450,447500,58300,418000,21200,22200,426500,72500,4090,96000,59300,132800,8510,35100,35600,64400,66600,160300,32600,109600,3970,31850,11970,28800,4720,22150,40700,47200,77900,16220,38850,20300,44300,6890,52400,51400,576000,12470,16930,107300,11010,13300,84400,30950,47850,15290,12700,718000,169800,20500,18690,12040,58900,21800,42250,36750,45900,79700,11510,124800,19130,56700,16030,15450,21050,17520,25700,9060,29200,26300,8700,48300
2023-04-12,66000,590000,90300,800000,775000,764000,198200,86100,198000,406500,58700,178800,303500,232000,109500,46900,114600,34700,193200,93500,63900,41500,18650,176300,22100,83400,235500,206500,47800,152600,544000,100400,17700,186600,20300,45600,117500,650000,11390,371000,23100,80800,10000,30650,53600,50800,183100,135900,264500,78900,73500,162600,40900,29800,86000,70400,74500,133200,70200,16010,140000,9170,112600,46150,11270,51300,318000,36500,5370,58800,22200,39350,34700,58200,6860,139700,19640,321000,105800,26850,40550,51400,30250,74000,33450,9120,84400,182300,54600,32900,6050,29400,69900,44850,89200,27700,105000,68000,43100,25650,100800,5860,75900,107900,14530,72600,39800,380000,50100,107500,27700,243000,56200,82700,19640,6710,2400,21900,35300,26000,212000,49400,8950,44650,19150,79000,1527,222500,32400,445500,61100,418000,21600,22050,417000,73000,4185,98100,58400,134400,8460,36450,36300,65200,66800,160500,33200,110000,4275,32450,12120,29650,4740,22250,40500,45450,77500,15760,40400,19800,44900,6880,52400,52000,570000,12780,16750,108600,10890,13290,86300,31000,47900,15470,12830,715000,166200,21000,19080,12170,58900,22150,42450,35700,45400,77800,11720,121100,19060,58600,16180,16600,20650,17180,25500,9140,29300,26300,8580,48100
2023-04-13,66100,599000,88700,815000,802000,769000,198900,86600,196400,391500,59500,179800,303000,231500,108900,47200,115300,34900,191700,93000,64100,40750,18510,172700,22450,83500,245000,205500,48250,153300,535000,101300,17860,189400,20600,45450,117900,643000,11390,374500,23250,82800,10100,30450,54500,52200,181800,134400,261500,80500,81100,163000,40100,29950,85500,71700,76800,134400,76200,16830,139500,9090,111800,46100,11410,51500,318000,36200,5470,59000,22250,39150,34700,59200,6930,139300,19700,335500,108600,27200,40150,51500,30500,74800,34150,9250,83900,181200,55500,33600,6010,29250,70400,45800,91900,27700,109400,69200,44000,26300,100900,5860,73200,110000,14700,72900,39700,387000,50600,108700,27300,238000,56600,82100,19630,6720,2460,21700,36150,26350,208000,48550,9060,45600,19530,79300,1542,224000,32450,455000,62100,423500,21300,21950,417500,73400,4185,99600,59500,137700,8700,37600,35600,65100,67900,160500,32850,112300,4230,33150,12360,29650,4815,23450,39850,45650,78900,15750,40800,19910,44900,6920,52600,52100,573000,12620,16960,108200,11010,13250,87000,31200,50000,16000,12960,720000,166400,20450,19430,12120,58700,22200,43450,35450,45800,77600,11680,121500,19210,56000,16740,15570,20800,17280,25850,9250,30150,26550,8620,48900
2023-04-14,65100,594000,89300,817000,802000,762000,196100,85300,199000,416000,60500,175800,342500,231000,110000,48650,115200,35350,190400,92100,64700,42200,18730,174700,23750,83600,259000,207500,48300,154300,547000,104700,18080,191900,20600,44500,119600,652000,11670,380000,23150,82100,10120,30750,60400,51600,185000,136000,261500,83300,83400,162900,40550,30350,86100,70500,77600,134000,76000,16560,140300,9190,107800,46700,11320,51100,321500,36700,5660,60000,26500,39650,35700,58500,6930,142700,19700,333000,109800,27250,41000,51700,30400,78700,34100,9330,84400,182300,56800,34100,6060,29250,72600,46250,92700,27500,109100,69300,43550,26600,100700,6010,71600,108600,14470,73500,40500,376000,50600,109400,27600,236500,56600,83500,19560,6780,2450,22500,36000,26250,212000,48000,9220,44600,19300,81000,1660,226500,32350,450000,62100,417000,21800,22300,413500,73800,4230,98900,59100,135500,8610,34400,36500,63900,67600,159900,33400,113700,4520,32100,12430,30050,4755,22550,40550,48850,79400,16280,41300,20200,44700,6950,53100,52200,589000,12750,16780,107100,11020,13310,86600,31250,49300,16020,12920,723000,168400,20200,21500,12000,58900,22300,43200,35050,45950,78200,12190,120900,19200,56100,17240,15550,20850,17110,25600,9260,30400,26650,8640,48650
2023-04-17,65300,591000,88500,812000,805000,755000,195000,84500,197000,423500,60100,175500,384500,228000,108500,48400,112200,35500,193500,88400,64700,41500,18930,170000,23800,84300,260000,206500,48150,151800,556000,105700,19300,189200,21350,43650,117900,647000,11570,377000,23350,81500,10120,30900,59100,52300,180400,133300,259000,83800,78600,163100,40550,30750,84000,70900,78300,134900,73200,16250,143100,9200,110300,47450,11270,53900,319000,36950,5660,60400,30300,39550,35500,58100,6880,138500,19480,326500,109400,28150,40700,51000,30300,79200,34200,9350,83500,179500,56800,34400,6020,29150,73200,45200,93100,27400,114600,68200,43100,28250,100000,6100,70800,111200,14840,84200,39100,378000,51500,107100,27850,236500,56500,82700,19410,6730,2450,21700,35750,26400,210500,47800,9380,44450,19400,79900,1704,223000,34100,447500,63500,440000,21950,21950,434000,76900,4235,101300,58800,134600,8630,34050,38650,64000,68000,159600,33800,110300,4700,32400,12420,31250,4905,23000,41100,55700,78700,14890,42800,19500,45400,6940,52700,51700,586000,13220,16730,108400,11610,13220,85700,32050,48300,15360,13280,721000,168300,20550,19950,11750,58000,22950,42600,35200,46900,77200,12030,117800,19130,55600,16830,15290,20650,17100,25200,9270,30100,26300,8620,48550
2023-04-18,65600,592000,87600,793000,825000,766000,191400,82700,192800,414500,59000,171000,382000,225000,107600,48400,111600,35250,188000,91000,64600,42000,18490,170000,23750,85700,258500,211000,48750,147600,546000,105400,18640,188400,21600,42850,117400,680000,11660,377000,23200,80500,10120,30600,57200,54700,177800,140200,257000,84100,78500,162500,40600,29700,81900,69000,81700,138000,71600,16350,149400,9020,108900,47500,11240,55100,320000,37600,5680,59900,30500,39350,35750,57000,7000,140100,19710,323500,108000,28350,40700,51500,30250,78700,35100,9370,86500,180100,56900,34450,6030,28950,72500,45300,92900,27700,114400,66900,43200,28050,100500,6260,69300,114900,14870,78100,41800,380000,51500,107500,27300,233500,55600,83300,19290,6710,2460,21800,35450,26250,215000,46900,9110,45000,19300,80100,1716,220000,33650,450500,63300,432000,21650,21900,433500,77700,4185,98900,58800,134200,8800,33600,36700,61700,68200,159400,34000,110700,4520,32350,12400,31450,4850,22200,40450,54200,78200,14920,42750,20100,45250,6970,52800,52500,578000,12950,16510,107200,11400,13240,85500,31000,48550,15470,13120,717000,164000,19900,19600,12140,58600,23700,44500,34400,46850,81000,12000,118100,19300,55400,16480,15340,21300,17390,25150,9120,30200,26200,8420,48250
2023-04-19,65500,582000,88200,788000,790000,758000,193600,85400,191400,412000,58600,170300,414000,227000,108300,49450,112900,35650,187500,91700,65200,42200,18720,170500,23400,86200,251500,212500,48550,146300,554000,110000,18540,192400,21650,42900,118000,674000,11740,374000,23450,80000,10180,30650,56500,54200,177200,141900,258500,85300,76800,165400,40750,30100,90500,68000,82400,144000,70500,16080,145500,9380,108300,47700,11290,55500,318000,37150,5760,59800,31250,39450,36100,56400,7030,138300,19580,316500,108900,28400,40900,51700,30350,78000,36650,9420,86500,179500,57300,34750,6110,28950,74100,44700,97000,27500,115300,67500,43650,29700,100000,6230,68100,112700,14840,77000,42550,383500,51500,107400,27800,229500,55500,83000,19400,6750,2470,21150,35750,30150,216000,47850,8960,44750,19310,79300,1689,222500,33950,450000,66200,424500,21850,22200,423500,78200,4215,98800,61300,129400,8860,34350,37100,62300,68700,161200,33950,109500,4495,33000,12710,31750,4835,21650,40550,52300,77600,14890,45100,20150,45350,7020,53200,52500,616000,13210,16930,107500,13440,13310,85500,30900,48100,15250,12810,727000,161000,20600,19330,12110,58500,23350,44800,34750,46800,85700,12010,119400,19290,56000,16160,15090,20950,17420,25650,9130,30000,26300,8340,48300
